Jahr,Runde,Grand Prix ID,Circuit ID,Gemeldet,Pre-Qualy,Qualy,Starter,Differenz Quali und Starter,,,Achtung Monaco 1958 Meldeliste zeigt dass die Daten nicht 100% ausgewertet wurden
2000,11,germany,hockenheimring,22,0,22,22,0,,,
2000,12,hungary,hungaroring,22,0,22,22,0,,,
2000,13,belgium,spa-francorchamps,22,0,22,22,0,,,
2000,14,italy,monza,22,0,22,22,0,,,
2000,15,united-states,indianapolis,22,0,22,22,0,,,
2000,16,japan,suzuka,22,0,22,22,0,,,
2000,17,malaysia,sepang,22,0,22,22,0,,,
2001,1,australia,melbourne,22,0,22,22,0,,,
2001,2,malaysia,sepang,22,0,22,22,0,,,
2001,3,brazil,interlagos,22,0,22,22,0,,,
2001,4,san-marino,imola,22,0,22,22,0,,,
2001,5,spain,catalunya,22,0,22,22,0,,,
2001,6,austria,spielberg,22,0,22,22,0,,,
2001,7,monaco,monaco,22,0,22,22,0,,,
2001,8,canada,montreal,22,0,22,22,0,,,
2001,9,europe,nurburgring,22,0,22,22,0,,,
2001,10,france,magny-cours,22,0,22,22,0,,,
2001,11,great-britain,silverstone,22,0,22,21,1,,,
2001,12,germany,hockenheimring,22,0,22,22,0,,,
2001,13,hungary,hungaroring,22,0,22,22,0,,,
2001,14,belgium,spa-francorchamps,22,0,22,22,0,,,
2001,15,italy,monza,22,0,22,22,0,,,
2001,16,united-states,indianapolis,22,0,22,22,0,,,
2001,17,japan,suzuka,22,0,22,22,0,,,
2002,1,australia,melbourne,22,0,22,22,0,,,
2002,2,malaysia,sepang,22,0,22,22,0,,,
2002,3,brazil,interlagos,22,0,22,22,0,,,
2002,4,san-marino,imola,22,0,22,21,1,,,
2002,5,spain,catalunya,22,0,22,20,2,,,
2002,6,austria,spielberg,22,0,22,22,0,,,
2002,7,monaco,monaco,22,0,22,22,0,,,
2002,8,canada,montreal,22,0,22,22,0,,,
2002,9,europe,nurburgring,22,0,22,22,0,,,
2002,10,great-britain,silverstone,22,0,22,21,1,,,
2002,11,france,magny-cours,21,0,21,19,2,,,
2002,12,germany,hockenheimring,22,0,22,21,1,,,
2002,13,hungary,hungaroring,20,0,20,20,0,,,
2002,14,belgium,spa-francorchamps,20,0,20,20,0,,,
2002,15,italy,monza,20,0,20,20,0,,,
2002,16,united-states,indianapolis,20,0,20,20,0,,,
2002,17,japan,suzuka,20,0,20,19,1,,,
2003,1,australia,melbourne,20,0,20,20,0,,,
2003,2,malaysia,sepang,20,0,20,20,0,,,
2003,3,brazil,interlagos,20,0,20,20,0,,,
2003,4,san-marino,imola,20,0,20,20,0,,,
2003,5,spain,catalunya,20,0,20,20,0,,,
2003,6,austria,spielberg,20,0,20,20,0,,,
2003,7,monaco,monaco,19,0,19,19,0,,,
2003,8,canada,montreal,20,0,20,20,0,,,
2003,9,europe,nurburgring,20,0,20,20,0,,,
2003,10,france,magny-cours,20,0,20,20,0,,,
2003,11,great-britain,silverstone,20,0,20,20,0,,,
2003,12,germany,hockenheimring,20,0,20,20,0,,,
2003,13,hungary,hungaroring,20,0,20,20,0,,,
2003,14,italy,monza,20,0,20,20,0,,,
2003,15,united-states,indianapolis,20,0,20,20,0,,,
2003,16,japan,suzuka,20,0,20,20,0,,,
2004,1,australia,melbourne,20,0,20,20,0,,,
2004,2,malaysia,sepang,20,0,20,20,0,,,
2004,3,bahrain,bahrain,20,0,20,20,0,,,
2004,4,san-marino,imola,20,0,20,20,0,,,
2004,5,spain,catalunya,20,0,20,20,0,,,
2004,6,monaco,monaco,20,0,20,20,0,,,
2004,7,europe,nurburgring,20,0,20,20,0,,,
2004,8,canada,montreal,20,0,20,20,0,,,
2004,9,united-states,indianapolis,20,0,20,20,0,,,
2004,10,france,magny-cours,20,0,20,20,0,,,
2004,11,great-britain,silverstone,20,0,20,20,0,,,
2004,12,germany,hockenheimring,20,0,20,20,0,,,
2004,13,hungary,hungaroring,20,0,20,20,0,,,
2004,14,belgium,spa-francorchamps,20,0,20,20,0,,,
2004,15,italy,monza,20,0,20,20,0,,,
2004,16,china,shanghai,20,0,20,20,0,,,
2004,17,japan,suzuka,20,0,20,20,0,,,
2004,18,brazil,interlagos,20,0,20,20,0,,,
2005,1,australia,melbourne,20,0,20,20,0,,,
2005,2,malaysia,sepang,20,0,20,20,0,,,
2005,3,bahrain,bahrain,20,0,20,20,0,,,
2005,4,san-marino,imola,20,0,20,20,0,,,
2005,5,spain,catalunya,18,0,18,18,0,,,
2005,6,monaco,monaco,18,0,18,18,0,,,
2005,7,europe,nurburgring,20,0,20,20,0,,,
2005,8,canada,montreal,20,0,20,20,0,,,
2005,9,united-states,indianapolis,20,0,20,20,0,,,
2005,10,france,magny-cours,20,0,20,20,0,,,
2005,11,great-britain,silverstone,20,0,20,20,0,,,
2005,12,germany,hockenheimring,20,0,20,20,0,,,
2005,13,hungary,hungaroring,20,0,20,20,0,,,
2005,14,turkey,istanbul,20,0,20,20,0,,,
2005,15,italy,monza,20,0,20,20,0,,,
2005,16,belgium,spa-francorchamps,20,0,20,20,0,,,
2005,17,brazil,interlagos,20,0,20,20,0,,,
2005,18,japan,suzuka,20,0,20,20,0,,,
2005,19,china,shanghai,20,0,20,20,0,,,
2006,1,bahrain,bahrain,22,0,22,22,0,,,
2006,2,malaysia,sepang,22,0,22,22,0,,,
2006,3,australia,melbourne,22,0,22,22,0,,,
2006,4,san-marino,imola,22,0,22,22,0,,,
2006,5,europe,nurburgring,22,0,22,22,0,,,
2006,6,spain,catalunya,22,0,22,22,0,,,
2006,7,monaco,monaco,22,0,22,22,0,,,
2006,8,great-britain,silverstone,22,0,22,22,0,,,
2006,9,canada,montreal,22,0,22,22,0,,,
2006,10,united-states,indianapolis,22,0,22,22,0,,,
2006,11,france,magny-cours,22,0,22,22,0,,,
2006,12,germany,hockenheimring,22,0,22,22,0,,,
2006,13,hungary,hungaroring,22,0,22,22,0,,,
2006,14,turkey,istanbul,22,0,22,22,0,,,
2006,15,italy,monza,22,0,22,22,0,,,
2006,16,china,shanghai,22,0,22,22,0,,,
2006,17,japan,suzuka,22,0,22,22,0,,,
2006,18,brazil,interlagos,22,0,22,22,0,,,
2007,1,australia,melbourne,22,0,22,22,0,,,
2007,2,malaysia,sepang,22,0,22,22,0,,,
2007,3,bahrain,bahrain,22,0,22,22,0,,,
2007,4,spain,catalunya,22,0,22,22,0,,,
2007,5,monaco,monaco,22,0,22,22,0,,,
2007,6,canada,montreal,22,0,22,22,0,,,
2007,7,united-states,indianapolis,22,0,22,22,0,,,
2007,8,france,magny-cours,22,0,22,22,0,,,
2007,9,great-britain,silverstone,22,0,22,22,0,,,
2007,10,europe,nurburgring,22,0,22,22,0,,,
2007,11,hungary,hungaroring,22,0,22,22,0,,,
2007,12,turkey,istanbul,22,0,22,22,0,,,
2007,13,italy,monza,22,0,22,22,0,,,
2007,14,belgium,spa-francorchamps,22,0,22,22,0,,,
2007,15,japan,fuji,22,0,22,22,0,,,
2007,16,china,shanghai,22,0,22,22,0,,,
2007,17,brazil,interlagos,22,0,22,22,0,,,
2008,1,australia,melbourne,22,0,22,22,0,,,
2008,2,malaysia,sepang,22,0,22,22,0,,,
2008,3,bahrain,bahrain,22,0,22,22,0,,,
2008,4,spain,catalunya,22,0,22,22,0,,,
2008,5,turkey,istanbul,20,0,20,20,0,,,
2008,6,monaco,monaco,20,0,20,20,0,,,
2008,7,canada,montreal,20,0,19,20,-1,,,
2008,8,france,magny-cours,20,0,20,20,0,,,
2008,9,great-britain,silverstone,20,0,20,20,0,,,
2008,10,germany,hockenheimring,20,0,20,20,0,,,
2008,11,hungary,hungaroring,20,0,20,20,0,,,
2008,12,europe,valencia,20,0,20,20,0,,,
2008,13,belgium,spa-francorchamps,20,0,20,20,0,,,
2008,14,italy,monza,20,0,20,20,0,,,
2008,15,singapore,marina-bay,20,0,20,20,0,,,
2008,16,japan,fuji,20,0,20,20,0,,,
2008,17,china,shanghai,20,0,20,20,0,,,
2008,18,brazil,interlagos,20,0,20,20,0,,,
2009,1,australia,melbourne,20,0,20,20,0,,,
2009,2,malaysia,sepang,20,0,20,20,0,,,
2009,3,china,shanghai,20,0,20,20,0,,,
2009,4,bahrain,bahrain,20,0,20,20,0,,,
2009,5,spain,catalunya,20,0,20,20,0,,,
2009,6,monaco,monaco,20,0,20,20,0,,,
2009,7,turkey,istanbul,20,0,20,20,0,,,
2009,8,great-britain,silverstone,20,0,20,20,0,,,
2009,9,germany,nurburgring,20,0,20,20,0,,,
2009,10,hungary,hungaroring,20,0,20,19,1,,,
2009,11,europe,valencia,20,0,20,20,0,,,
2009,12,belgium,spa-francorchamps,20,0,20,20,0,,,
2009,13,italy,monza,20,0,20,20,0,,,
2009,14,singapore,marina-bay,20,0,20,20,0,,,
2009,15,japan,suzuka,20,0,19,19,0,,,
2009,16,brazil,interlagos,20,0,20,20,0,,,
2009,17,abu-dhabi,yas-marina,20,0,20,20,0,,,
2010,1,bahrain,bahrain,24,0,24,24,0,,,
2010,2,australia,melbourne,24,0,24,24,0,,,
2010,3,malaysia,sepang,24,0,24,24,0,,,
2010,4,china,shanghai,24,0,24,24,0,,,
2010,5,spain,catalunya,24,0,24,24,0,,,
2010,6,monaco,monaco,24,0,23,24,-1,,,
2010,7,turkey,istanbul,24,0,24,24,0,,,
2010,8,canada,montreal,24,0,24,24,0,,,
2010,9,europe,valencia,24,0,24,24,0,,,
2010,10,great-britain,silverstone,24,0,24,24,0,,,
2010,11,germany,hockenheimring,24,0,24,24,0,,,
2010,12,hungary,hungaroring,24,0,24,24,0,,,
2010,13,belgium,spa-francorchamps,24,0,24,24,0,,,
2010,14,italy,monza,24,0,24,24,0,,,
2010,15,singapore,marina-bay,24,0,24,24,0,,,
2010,16,japan,suzuka,24,0,24,24,0,,,
2010,17,korea,yeongam,24,0,24,24,0,,,
2010,18,brazil,interlagos,24,0,24,24,0,,,
2010,19,abu-dhabi,yas-marina,24,0,24,24,0,,,
2011,1,australia,melbourne,24,0,24,22,2,,,
2011,2,malaysia,sepang,24,0,24,24,0,,,
2011,3,china,shanghai,24,0,24,24,0,,,
2011,4,turkey,istanbul,24,0,24,24,0,,,
2011,5,spain,catalunya,24,0,23,24,-1,,,
2011,6,monaco,monaco,24,0,22,23,-1,,,
2011,7,canada,montreal,24,0,24,24,0,,,
2011,8,europe,valencia,24,0,24,24,0,,,
2011,9,great-britain,silverstone,24,0,24,24,0,,,
2011,10,germany,nurburgring,24,0,24,24,0,,,
2011,11,hungary,hungaroring,24,0,24,24,0,,,
2011,12,belgium,spa-francorchamps,24,0,24,24,0,,,
2011,13,italy,monza,24,0,24,24,0,,,
2011,14,singapore,marina-bay,24,0,24,24,0,,,
2011,15,japan,suzuka,24,0,24,24,0,,,
2011,16,korea,yeongam,24,0,24,24,0,,,
2011,17,india,buddh,24,0,24,24,0,,,
2011,18,abu-dhabi,yas-marina,24,0,23,24,-1,,,
2011,19,brazil,interlagos,24,0,24,24,0,,,
2012,1,australia,melbourne,24,0,24,22,2,,,
2012,2,malaysia,sepang,24,0,24,24,0,,,
2012,3,china,shanghai,24,0,24,24,0,,,
2012,4,bahrain,bahrain,24,0,24,24,0,,,
2012,5,spain,catalunya,24,0,24,24,0,,,
2012,6,monaco,monaco,24,0,24,24,0,,,
2012,7,canada,montreal,24,0,24,24,0,,,
2012,8,europe,valencia,23,0,23,23,0,,,
2012,9,great-britain,silverstone,24,0,24,24,0,,,
2012,10,germany,hockenheimring,24,0,24,24,0,,,
2012,11,hungary,hungaroring,24,0,24,24,0,,,
2012,12,belgium,spa-francorchamps,24,0,24,24,0,,,
2012,13,italy,monza,24,0,24,24,0,,,
2012,14,singapore,marina-bay,24,0,24,24,0,,,
2012,15,japan,suzuka,24,0,24,24,0,,,
2012,16,korea,yeongam,24,0,24,24,0,,,
2012,17,india,buddh,24,0,24,24,0,,,
2012,18,abu-dhabi,yas-marina,24,0,24,24,0,,,
2012,19,united-states,austin,24,0,24,24,0,,,
2012,20,brazil,interlagos,24,0,24,24,0,,,
2013,1,australia,melbourne,22,0,22,22,0,,,
2013,2,malaysia,sepang,22,0,22,22,0,,,
2013,3,china,shanghai,22,0,22,22,0,,,
2013,4,bahrain,bahrain,22,0,22,22,0,,,
2013,5,spain,catalunya,22,0,22,22,0,,,
2013,6,monaco,monaco,22,0,22,22,0,,,
2013,7,canada,montreal,22,0,22,22,0,,,
2013,8,great-britain,silverstone,22,0,22,22,0,,,
2013,9,germany,nurburgring,22,0,22,22,0,,,
2013,10,hungary,hungaroring,22,0,22,22,0,,,
2013,11,belgium,spa-francorchamps,22,0,22,22,0,,,
2013,12,italy,monza,22,0,22,22,0,,,
2013,13,singapore,marina-bay,22,0,22,22,0,,,
2013,14,korea,yeongam,22,0,22,22,0,,,
2013,15,japan,suzuka,22,0,22,22,0,,,
2013,16,india,buddh,22,0,22,22,0,,,
2013,17,abu-dhabi,yas-marina,22,0,22,22,0,,,
2013,18,united-states,austin,22,0,22,22,0,,,
2013,19,brazil,interlagos,22,0,22,22,0,,,
2014,1,australia,melbourne,22,0,22,22,0,,,
2014,2,malaysia,sepang,22,0,22,22,0,,,
2014,3,bahrain,bahrain,22,0,22,22,0,,,
2014,4,china,shanghai,22,0,22,22,0,,,
2014,5,spain,catalunya,22,0,22,22,0,,,
2014,6,monaco,monaco,22,0,22,22,0,,,
2014,7,canada,montreal,22,0,22,22,0,,,
2014,8,austria,spielberg,22,0,22,22,0,,,
2014,9,great-britain,silverstone,22,0,22,22,0,,,
2014,10,germany,hockenheimring,22,0,22,22,0,,,
2014,11,hungary,hungaroring,22,0,22,22,0,,,
2014,12,belgium,spa-francorchamps,22,0,22,22,0,,,
2014,13,italy,monza,22,0,22,22,0,,,
2014,14,singapore,marina-bay,22,0,22,22,0,,,
2014,15,japan,suzuka,22,0,22,22,0,,,
2014,16,russia,sochi,21,0,21,21,0,,,
2014,17,united-states,austin,18,0,18,18,0,,,
2014,18,brazil,interlagos,18,0,18,18,0,,,
2014,19,abu-dhabi,yas-marina,20,0,20,20,0,,,
2015,1,australia,melbourne,18,0,18,17,1,,,
2015,2,malaysia,sepang,20,0,20,20,0,,,
2015,3,china,shanghai,20,0,20,20,0,,,
2015,4,bahrain,bahrain,20,0,20,20,0,,,
2015,5,spain,catalunya,20,0,20,20,0,,,
2015,6,monaco,monaco,20,0,20,20,0,,,
2015,7,canada,montreal,20,0,20,20,0,,,
2015,8,austria,spielberg,20,0,20,20,0,,,
2015,9,great-britain,silverstone,20,0,20,20,0,,,
2015,10,hungary,hungaroring,20,0,20,20,0,,,
2015,11,belgium,spa-francorchamps,20,0,20,20,0,,,
2015,12,italy,monza,20,0,20,20,0,,,
2015,13,singapore,marina-bay,20,0,20,20,0,,,
2015,14,japan,suzuka,20,0,20,20,0,,,
2015,15,russia,sochi,20,0,20,20,0,,,
2015,16,united-states,austin,20,0,20,20,0,,,
2015,17,mexico,mexico-city,20,0,20,20,0,,,
2015,18,brazil,interlagos,20,0,20,20,0,,,
2015,19,abu-dhabi,yas-marina,20,0,20,20,0,,,
2016,1,australia,melbourne,22,0,22,22,0,,,
2016,2,bahrain,bahrain,22,0,22,22,0,,,
2016,3,china,shanghai,22,0,22,22,0,,,
2016,4,russia,sochi,22,0,22,22,0,,,
2016,5,spain,catalunya,22,0,22,22,0,,,
2016,6,monaco,monaco,22,0,22,22,0,,,
2016,7,canada,montreal,22,0,22,22,0,,,
2016,8,europe,baku,22,0,22,22,0,,,
2016,9,austria,spielberg,22,0,22,22,0,,,
2016,10,great-britain,silverstone,22,0,22,22,0,,,
2016,11,hungary,hungaroring,22,0,22,22,0,,,
2016,12,germany,hockenheimring,22,0,22,22,0,,,
2016,13,belgium,spa-francorchamps,22,0,22,22,0,,,
2016,14,italy,monza,22,0,22,22,0,,,
2016,15,singapore,marina-bay,22,0,22,22,0,,,
2016,16,malaysia,sepang,22,0,22,22,0,,,
2016,17,japan,suzuka,22,0,22,22,0,,,
2016,18,united-states,austin,22,0,22,22,0,,,
2016,19,mexico,mexico-city,22,0,22,22,0,,,
2016,20,brazil,interlagos,22,0,22,22,0,,,
2016,21,abu-dhabi,yas-marina,22,0,22,22,0,,,
2017,1,australia,melbourne,20,0,20,20,0,,,
2017,2,china,shanghai,20,0,20,20,0,,,
2017,3,bahrain,bahrain,20,0,20,20,0,,,
2017,4,russia,sochi,20,0,20,20,0,,,
2017,5,spain,catalunya,20,0,20,20,0,,,
2017,6,monaco,monaco,20,0,20,20,0,,,
2017,7,canada,montreal,20,0,20,20,0,,,
2017,8,azerbaijan,baku,20,0,20,20,0,,,
2017,9,austria,spielberg,20,0,20,20,0,,,
2017,10,great-britain,silverstone,20,0,20,20,0,,,
2017,11,hungary,hungaroring,20,0,20,20,0,,,
2017,12,belgium,spa-francorchamps,20,0,20,20,0,,,
2017,13,italy,monza,20,0,20,20,0,,,
2017,14,singapore,marina-bay,20,0,20,20,0,,,
2017,15,malaysia,sepang,20,0,20,20,0,,,
2017,16,japan,suzuka,20,0,20,20,0,,,
2017,17,united-states,austin,20,0,20,20,0,,,
2017,18,mexico,mexico-city,20,0,20,20,0,,,
2017,19,brazil,interlagos,20,0,20,20,0,,,
2017,20,abu-dhabi,yas-marina,20,0,20,20,0,,,
2018,1,australia,melbourne,20,0,20,20,0,,,
2018,2,bahrain,bahrain,20,0,20,20,0,,,
2018,3,china,shanghai,20,0,20,20,0,,,
2018,4,azerbaijan,baku,20,0,20,20,0,,,
2018,5,spain,catalunya,20,0,19,20,-1,,,
2018,6,monaco,monaco,20,0,19,20,-1,,,
2018,7,canada,montreal,20,0,19,20,-1,,,
2018,8,france,paul-ricard,20,0,20,20,0,,,
2018,9,austria,spielberg,20,0,20,20,0,,,
2018,10,great-britain,silverstone,20,0,19,20,-1,,,
2018,11,germany,hockenheimring,20,0,20,20,0,,,
2018,12,hungary,hungaroring,20,0,20,20,0,,,
2018,13,belgium,spa-francorchamps,20,0,20,20,0,,,
2018,14,italy,monza,20,0,20,20,0,,,
2018,15,singapore,marina-bay,20,0,20,20,0,,,
2018,16,russia,sochi,20,0,20,20,0,,,
2018,17,japan,suzuka,20,0,20,20,0,,,
2018,18,united-states,austin,20,0,20,20,0,,,
2018,19,mexico,mexico-city,20,0,20,20,0,,,
2018,20,brazil,interlagos,20,0,20,20,0,,,
2018,21,abu-dhabi,yas-marina,20,0,20,20,0,,,
2019,1,australia,melbourne,20,0,20,20,0,,,
2019,2,bahrain,bahrain,20,0,20,20,0,,,
2019,3,china,shanghai,20,0,19,20,-1,,,
2019,4,azerbaijan,baku,20,0,20,20,0,,,
2019,5,spain,catalunya,20,0,20,20,0,,,
2019,6,monaco,monaco,20,0,20,20,0,,,
2019,7,canada,montreal,20,0,20,20,0,,,
2019,8,france,paul-ricard,20,0,20,20,0,,,
2019,9,austria,spielberg,20,0,20,20,0,,,
2019,10,great-britain,silverstone,20,0,20,20,0,,,
2019,11,germany,hockenheimring,20,0,20,20,0,,,
2019,12,hungary,hungaroring,20,0,20,20,0,,,
2019,13,belgium,spa-francorchamps,20,0,20,20,0,,,
2019,14,italy,monza,20,0,20,20,0,,,
2019,15,singapore,marina-bay,20,0,20,20,0,,,
2019,16,russia,sochi,20,0,20,20,0,,,
2019,17,japan,suzuka,20,0,20,20,0,,,
2019,18,mexico,mexico-city,20,0,20,20,0,,,
2019,19,united-states,austin,20,0,20,20,0,,,
2019,20,brazil,interlagos,20,0,20,20,0,,,
2019,21,abu-dhabi,yas-marina,20,0,20,20,0,,,
2020,1,austria,spielberg,20,0,20,20,0,,,
2020,2,styria,spielberg,20,0,20,20,0,,,
2020,3,hungary,hungaroring,20,0,20,20,0,,,
2020,4,great-britain,silverstone,20,0,20,20,0,,,
2020,5,70th-anniversary,silverstone,20,0,20,20,0,,,
2020,6,spain,catalunya,20,0,20,20,0,,,
2020,7,belgium,spa-francorchamps,20,0,20,20,0,,,
2020,8,italy,monza,20,0,20,20,0,,,
2020,9,tuscany,mugello,20,0,20,20,0,,,
2020,10,russia,sochi,20,0,20,20,0,,,
2020,11,eifel,nurburgring,20,0,20,20,0,,,
2020,12,portugal,portimao,20,0,20,20,0,,,
2020,13,emilia-romagna,imola,20,0,20,20,0,,,
2020,14,turkey,istanbul,20,0,20,20,0,,,
2020,15,bahrain,bahrain,20,0,20,20,0,,,
2020,16,sakhir,bahrain,20,0,20,20,0,,,
2020,17,abu-dhabi,yas-marina,20,0,20,20,0,,,
2021,1,bahrain,bahrain,20,0,20,20,0,,,
2021,2,emilia-romagna,imola,20,0,20,20,0,,,
2021,3,portugal,portimao,20,0,20,20,0,,,
2021,4,spain,catalunya,20,0,20,20,0,,,
2021,5,monaco,monaco,20,0,19,20,-1,,,
2021,6,azerbaijan,baku,20,0,20,20,0,,,
2021,7,france,paul-ricard,20,0,20,20,0,,,
2021,8,styria,spielberg,20,0,20,20,0,,,
2021,9,austria,spielberg,20,0,20,20,0,,,
2021,10,great-britain,silverstone,20,0,20,20,0,,,
2021,11,hungary,hungaroring,20,0,19,20,-1,,,
2021,12,belgium,spa-francorchamps,20,0,20,20,0,,,
2021,13,netherlands,zandvoort,20,0,20,20,0,,,
2021,14,italy,monza,20,0,20,20,0,,,
2021,15,russia,sochi,20,0,20,20,0,,,
2021,16,turkey,istanbul,20,0,20,20,0,,,
2021,17,united-states,austin,20,0,20,20,0,,,
2021,18,mexico,mexico-city,20,0,20,20,0,,,
2021,19,sao-paulo,interlagos,20,0,20,20,0,,,
2021,20,qatar,lusail,20,0,20,20,0,,,
2021,21,saudi-arabia,jeddah,20,0,20,20,0,,,
2021,22,abu-dhabi,yas-marina,20,0,20,19,1,,,
2022,1,bahrain,bahrain,20,0,20,20,0,,,
2022,2,saudi-arabia,jeddah,20,0,20,19,1,,,
2022,3,australia,melbourne,20,0,20,20,0,,,
2022,4,emilia-romagna,imola,20,0,20,20,0,,,
2022,5,miami,miami,20,0,19,20,-1,,,
2022,6,spain,catalunya,20,0,20,20,0,,,
2022,7,monaco,monaco,20,0,20,20,0,,,
2022,8,azerbaijan,baku,20,0,20,20,0,,,
2022,9,canada,montreal,20,0,20,20,0,,,
2022,10,great-britain,silverstone,20,0,20,20,0,,,
2022,11,austria,spielberg,20,0,20,20,0,,,
2022,12,france,paul-ricard,20,0,20,20,0,,,
2022,13,hungary,hungaroring,20,0,20,20,0,,,
2022,14,belgium,spa-francorchamps,20,0,20,20,0,,,
2022,15,netherlands,zandvoort,20,0,20,20,0,,,
2022,16,italy,monza,20,0,20,20,0,,,
2022,17,singapore,marina-bay,20,0,20,20,0,,,
2022,18,japan,suzuka,20,0,20,20,0,,,
2022,19,united-states,austin,20,0,20,20,0,,,
2022,20,mexico,mexico-city,20,0,20,20,0,,,
2022,21,sao-paulo,interlagos,20,0,20,20,0,,,
2022,22,abu-dhabi,yas-marina,20,0,20,20,0,,,
2023,1,bahrain,bahrain,20,0,20,20,0,,,
2023,2,saudi-arabia,jeddah,20,0,20,20,0,,,
2023,3,australia,melbourne,20,0,20,20,0,,,
2023,4,azerbaijan,baku,20,0,20,20,0,,,
2023,5,miami,miami,20,0,20,20,0,,,
2023,6,monaco,monaco,20,0,20,20,0,,,
2023,7,spain,catalunya,20,0,20,20,0,,,
2023,8,canada,montreal,20,0,20,20,0,,,
2023,9,austria,spielberg,20,0,20,20,0,,,
2023,10,great-britain,silverstone,20,0,20,20,0,,,
2023,11,hungary,hungaroring,20,0,20,20,0,,,
2023,12,belgium,spa-francorchamps,20,0,20,20,0,,,
2023,13,netherlands,zandvoort,20,0,20,20,0,,,
2023,14,italy,monza,20,0,20,20,0,,,
2023,15,singapore,marina-bay,20,0,20,19,1,,,
2023,16,japan,suzuka,20,0,20,20,0,,,
2023,17,qatar,lusail,20,0,20,20,0,,,
2023,18,united-states,austin,20,0,20,20,0,,,
2023,19,mexico,mexico-city,20,0,20,20,0,,,
2023,20,sao-paulo,interlagos,20,0,20,20,0,,,
2023,21,las-vegas,las-vegas,20,0,20,20,0,,,
2023,22,abu-dhabi,yas-marina,20,0,20,20,0,,,
2024,1,bahrain,bahrain,20,0,20,20,0,,,
2024,2,saudi-arabia,jeddah,20,0,20,20,0,,,
2024,3,australia,melbourne,19,0,19,19,0,,,
2024,4,japan,suzuka,20,0,20,20,0,,,
2024,5,china,shanghai,20,0,20,20,0,,,
2024,6,miami,miami,20,0,20,20,0,,,
2024,7,emilia-romagna,imola,20,0,20,20,0,,,
2024,8,monaco,monaco,20,0,20,20,0,,,
2024,9,canada,montreal,20,0,20,20,0,,,
2024,10,spain,catalunya,20,0,20,20,0,,,
2024,11,austria,spielberg,20,0,20,20,0,,,
2024,12,great-britain,silverstone,20,0,20,20,0,,,
2024,13,hungary,hungaroring,20,0,20,20,0,,,
2024,14,belgium,spa-francorchamps,20,0,20,20,0,,,
2024,15,netherlands,zandvoort,20,0,19,20,-1,,,
2024,16,italy,monza,20,0,20,20,0,,,
2024,17,azerbaijan,baku,20,0,20,20,0,,,
2024,18,singapore,marina-bay,20,0,20,20,0,,,
2024,19,united-states,austin,20,0,20,20,0,,,
2024,20,mexico,mexico-city,20,0,20,20,0,,,
2024,21,sao-paulo,interlagos,20,0,20,20,0,,,
2024,22,las-vegas,las-vegas,20,0,20,20,0,,,
2024,23,qatar,lusail,20,0,20,20,0,,,
2024,24,abu-dhabi,yas-marina,20,0,20,20,0,,,
2025,1,australia,melbourne,20,0,20,20,0,,,
2025,2,china,shanghai,20,0,20,20,0,,,
2025,3,japan,suzuka,20,0,20,20,0,,,
2025,4,bahrain,bahrain,20,0,20,20,0,,,
2025,5,saudi-arabia,jeddah,20,0,20,20,0,,,
2025,6,miami,miami,20,0,20,20,0,,,
2025,7,emilia-romagna,imola,20,0,20,20,0,,,
2025,8,monaco,monaco,20,0,20,20,0,,,
2025,9,spain,catalunya,20,0,20,20,0,,,
2025,10,canada,montreal,20,0,20,20,0,,,
2025,11,austria,spielberg,20,0,20,20,0,,,
2025,12,great-britain,silverstone,20,0,20,20,0,,,
2025,13,belgium,spa-francorchamps,20,0,20,20,0,,,
2025,14,hungary,hungaroring,20,0,20,20,0,,,
2025,15,netherlands,zandvoort,20,0,20,20,0,,,
2025,16,italy,monza,20,0,20,20,0,,,
2025,17,azerbaijan,baku,20,0,20,20,0,,,
2025,18,singapore,marina-bay,20,0,20,20,0,,,
2025,19,united-states,austin,20,0,20,20,0,,,
2025,20,mexico,mexico-city,20,0,20,20,0,,,
2025,21,sao-paulo,interlagos,20,0,19,20,-1,,,
2025,22,las-vegas,las-vegas,20,0,20,20,0,,,
2025,23,qatar,lusail,20,0,20,20,0,,,
2025,24,abu-dhabi,yas-marina,20,0,20,20,0,,,
,,,,,,,,,,,
,,,,,,,,,,,
DURCHSCHNITTE PRO SAISON,,,,,,,,,,,
Jahr,Rennen,Ø Gemeldet,Ø Pre-Qualy,Ø Qualy,Ø Starter,Ø Differenz,,,,,
1950,7,"21,86","0,00","21,86","21,71","0,14",,,,,
1951,8,"21,75","0,00","21,75","21,75","0,00",,,,,
1952,8,"26,50","0,00","26,50","25,00","1,50",,,,,
1953,9,"25,56","0,00","25,56","25,00","0,56",,,,,
1954,9,"22,22","0,00","22,22","22,00","0,22",,,,,
1955,7,"21,71","0,00","21,71","21,43","0,29",,,,,
1956,8,"21,75","0,00","21,75","21,00","0,75",,,,,
1957,8,"20,00","0,00","20,00","19,38","0,63",,,,,
1958,11,"21,36","0,00","21,36","20,18","1,18",,,,,
1959,9,"21,56","0,00","21,56","20,00","1,56",,,,,
1960,10,"22,20","0,00","22,20","20,30","1,90",,,,,
1961,8,"24,63","0,00","24,63","23,13","1,50",,,,,
1962,9,"21,89","0,00","21,89","19,44","2,44",,,,,
1963,10,"21,70","0,00","21,70","20,00","1,70",,,,,
